org,category,group,product,date,unit_price,amazon,wal-mart,target,costco,family dollar,dollar general,cvs,kroger,walgreens,rite aid,ahold,safeway,brand
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,8/1/17,11.29,0,47605,26436,18418,9888,9972,9788,9534,9047,7118,5786,3236,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,8/1/17,11.29,0,32076,18058,12782,6700,6755,6633,6641,6224,4885,3911,2246,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,8/1/17,5.7,0,26614,14905,10331,5641,5529,5441,5481,5163,3998,3245,1863,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,8/1/17,5.7,0,206387,118267,80689,44604,44507,42872,42590,39006,31306,25670,14046,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,8/1/17,5.7,0,385095,221861,151449,80620,80641,79933,77501,73026,57039,48148,26942,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,8/1/17,5.7,0,161250,88806,60821,33696,32919,31510,32044,29624,23618,19086,10868,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,8/1/17,5.7,0,127142,72392,49668,26789,26661,25486,25698,24525,18674,15776,8565,SICLE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,011J - MP KLONDIKE BARS FE,8/1/17,46.89,0,573,309,217,119,117,113,113,105,83,67,37,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,011J - MP KLONDIKE BARS FE,8/1/17,46.89,0,383,207,142,79,76,74,76,71,54,46,25,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,011P - MP KLONDIKE SANDWICHES FE,8/1/17,29.3,0,1016,570,395,215,212,209,208,197,152,124,70,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,021A - 14-6 PK SAB NSA VANILLA BAR FE,8/1/17,41.03,0,395,223,153,82,81,79,79,74,59,49,27,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0M29 - KLONDIKE SANDWICH 6-4CT,8/1/17,17.58,0,112889,63507,43590,23693,22990,22928,22895,21092,16375,13891,7513,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0M29 - KLONDIKE SANDWICH 6-4CT,8/1/17,17.58,0,150823,85267,57798,32188,31878,30043,30727,28447,22186,18637,10403,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0M29 - KLONDIKE SANDWICH 6-4CT,8/1/17,17.58,0,67789,38631,26716,14469,14140,13860,13713,13208,10317,8510,4724,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0M29 - KLONDIKE SANDWICH 6-4CT,8/1/17,17.58,0,74251,41652,27903,15430,15176,14987,14603,14062,10953,8869,5068,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,347308,194673,135436,72670,73729,71385,69840,65440,52265,43620,23723,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,117972,65726,45096,24636,24810,24143,23354,22505,17125,14173,7898,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,62576,34992,23765,13241,12928,12700,12672,11585,9154,7449,4262,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,28875,16310,10894,6055,5844,5704,5806,5475,4209,3529,1933,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,101046,56718,39347,21220,21319,20321,19909,19221,14858,12426,6943,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,159004,88832,59665,33108,32998,31121,32066,29517,22810,19141,10551,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,89914,50485,34187,18385,18513,17812,18157,16853,13084,11044,6017,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,35550,19313,13311,7332,7220,7025,7079,6575,5249,4288,2420,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,60430,33067,23373,12509,12269,12126,12089,11241,8946,7375,3996,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,26088,14616,10098,5393,5391,5193,5220,4874,3872,3136,1747,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,31146,17387,12352,6667,6664,6342,6363,5914,4649,3832,2175,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,96629,54633,36824,19954,20340,19301,19317,18201,14355,11779,6475,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,10903,6154,4196,2299,2256,2202,2237,2055,1593,1341,743,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,115926,63651,43660,23416,23325,22806,22944,21573,17061,13990,7646,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,172278,96049,65927,36471,36669,34510,34249,32955,25255,21322,11791,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,10859,5891,4057,2224,2205,2196,2134,1984,1614,1283,719,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,25262,14314,9673,5334,5233,5083,5120,4865,3714,3080,1694,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,124745,69759,48119,26221,25837,25147,25315,23452,18277,15117,8475,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,8/1/17,35.16,0,13122,7436,5120,2699,2682,2608,2619,2472,1907,1617,883,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N05 - MP KLONDIKE STICKLESS (4-CNT),8/1/17,23.52,0,54200,29314,20587,11017,10938,10814,10681,9941,8007,6504,3585,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N06 - MP KLONDIKE SPECIAL PACKS,8/1/17,7.86,0,358308,196615,136275,76376,75501,72998,73110,68724,52873,43182,24758,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0R2L - KL CHOCO TACO 6 4PK,8/1/17,17.58,0,321393,179079,123329,64827,64437,62859,63650,60873,47104,38475,21575,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0S06 - 12-4 PK KLONDIKE HEATH,8/1/17,23.52,0,15294,8270,5750,3133,3084,3018,3073,2861,2253,1804,1020,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0S06 - 12-4 PK KLONDIKE HEATH,8/1/17,23.52,0,3072,1737,1179,644,634,607,620,575,451,377,205,KLONDIKE
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,023M - REESES IC CUP 12 6PK,8/1/17,32.31,0,98050,53663,37268,20107,20646,19852,19788,18776,14344,12073,6585,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0D36 - REESES 1-18PK,8/1/17,7.59,0,94213,54117,37292,20269,19647,19710,19218,18263,13980,11733,6459,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0H3L - GOOD HUMOR VARIETY PACK 1-24CT,8/1/17,7.41,0,319810,178934,126808,67059,68006,65315,64611,61731,47637,39399,22393,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0L29 - GOOD HUMOR PREMIUM 6-4CT,8/1/17,16.1,0,79809,45204,31094,16887,16331,15892,16139,14823,11962,9895,5452,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,8/1/17,32.19,0,48274,26774,18469,9850,9809,9447,9441,8887,6871,5749,3176,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,8/1/17,32.19,0,36885,20298,13916,7559,7655,7305,7210,6968,5318,4469,2435,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,8/1/17,32.19,0,17605,9636,6654,3671,3691,3576,3492,3235,2589,2144,1189,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,8/1/17,32.19,0,109353,59216,40785,22720,22468,21397,21880,20094,15886,13274,7338,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,8/1/17,32.19,0,6612,3702,2573,1415,1421,1327,1374,1289,990,819,448,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,8/1/17,32.19,0,13940,7827,5486,2864,2861,2776,2847,2647,2040,1731,950,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,8/1/17,32.19,0,506,282,199,108,106,104,103,97,75,63,34,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N09 - GOOD HUMOR VARIETY PACK 30 CNT,8/1/17,9.93,0,64165,35370,24410,13189,13150,12797,12506,12106,9540,7809,4247,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0X05 - GOOD HUMOR VARIETY PACK 36 CNT,8/1/17,10.16,0,266014,144503,99436,55521,53950,53418,52915,49499,38637,31814,17699,GOOD HUMOR
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,011M - MP BREYERS FRUIT BARS FE,8/1/17,25.78,0,763,430,299,157,158,155,157,146,113,94,52,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0M2U - BREYERS NOVELTIES 6-6PK,8/1/17,16.93,0,18807,10610,7222,3880,3893,3850,3726,3517,2775,2258,1270,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0M2U - BREYERS NOVELTIES 6-6PK,8/1/17,16.93,0,2159,1172,827,439,447,438,439,407,322,262,147,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0M2U - BREYERS NOVELTIES 6-6PK,8/1/17,16.93,0,38178,21166,14396,7933,8000,7739,7553,7106,5535,4648,2575,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0M2U - BREYERS NOVELTIES 6-6PK,8/1/17,16.93,0,25109,14310,9664,5399,5266,5060,5129,4756,3736,3131,1721,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0M2U - BREYERS NOVELTIES 6-6PK,8/1/17,16.93,0,15903,8628,6071,3226,3276,3109,3117,2932,2312,1921,1047,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0G - MP BREYERS FRUIT BARS,8/1/17,25.78,0,10908,6040,4112,2276,2269,2169,2185,2026,1563,1311,727,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0G - MP BREYERS FRUIT BARS,8/1/17,25.78,0,2605,1414,983,540,524,520,527,494,385,311,171,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0G - MP BREYERS FRUIT BARS,8/1/17,25.78,0,26533,14873,10221,5615,5490,5371,5341,5124,4012,3293,1839,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0G - MP BREYERS FRUIT BARS,8/1/17,25.78,0,16186,8873,6345,3340,3412,3284,3210,3070,2443,1958,1081,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0M - BREYERS CARBSMART BARS,8/1/17,31.84,0,24716,13866,9451,5125,5123,4960,5069,4629,3681,3076,1703,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0M - BREYERS CARBSMART BARS,8/1/17,31.84,0,33432,19359,12905,7055,6967,6934,6725,6422,5001,4203,2331,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0M - BREYERS CARBSMART BARS,8/1/17,31.84,0,56282,31081,21559,11945,11945,11528,11420,10657,8354,6904,3857,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0Y25 - BREYERS BAR FE 8 6PK,8/1/17,22.57,0,1020,574,393,213,209,209,210,194,149,126,70,BREYERS
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0830 - 4-24PK PS AIR HEADS,8/1/17,25.66,0,5182,2851,1947,1073,1055,1033,1027,955,759,610,349,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0830 - 4-24PK PS AIR HEADS,8/1/17,25.66,0,3215,1860,1267,669,691,655,649,620,488,394,225,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0M2J - PS RAINBOX 5 FLAVOR 6-12CT,8/1/17,24.95,0,36308,20339,13892,7561,7559,7455,7422,6878,5508,4494,2501,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0M2K - PS SPONGEBOB POPUP 1-24CT,8/1/17,8.32,0,12195,6629,4573,2559,2477,2400,2397,2329,1772,1489,835,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U08 - 1-12 BK POPSICLE COOKIES & CREAM CUP,8/1/17,7.25,0,36282,20452,14201,7776,7544,7457,7365,6851,5541,4505,2503,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U09 - 1-12 BK POPSICLE POP SHOTS,8/1/17,6.53,0,70354,38921,26499,14860,14706,14210,13967,13494,10274,8679,4715,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U09 - 1-12 BK POPSICLE POP SHOTS,8/1/17,6.53,0,15766,8665,5941,3298,3238,3083,3173,2989,2324,1914,1047,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0A - 1-12 BK POPSICLE WATER ICE CUP,8/1/17,7.25,0,9057,5117,3495,1902,1913,1846,1879,1738,1373,1112,620,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0A - 1-12 BK POPSICLE WATER ICE CUP,8/1/17,7.25,0,11293,6335,4492,2382,2392,2287,2353,2201,1679,1421,784,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0C - 1-24 BX AND CT MATERIAL PRICE 7.44,8/1/17,8.32,0,69948,38607,26934,14380,14380,14047,13658,13170,10022,8473,4657,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0C - 1-24 BX AND CT MATERIAL PRICE 7.44,8/1/17,8.32,0,101536,56186,38894,20880,20957,19642,19866,18924,14958,12109,6785,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0G - 4-24PK PS BIG STICK,8/1/17,15.21,0,1120,636,438,231,239,231,230,211,165,137,77,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0G - 4-24PK PS BIG STICK,8/1/17,15.21,0,2170,1211,830,443,438,437,438,405,322,264,145,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0G - 4-24PK PS BIG STICK,8/1/17,15.21,0,1195,648,455,249,250,239,234,227,177,143,78,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0J - 1-24 BK HYPER STRIPE,8/1/17,6.42,0,31835,17914,12354,6600,6630,6300,6452,5892,4692,3871,2140,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0P - 1-24 BK PS SCRIBBLER 2PK,8/1/17,4.99,0,78498,43162,30193,16310,15827,15279,15692,14593,11187,9341,5222,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0Q - 1-24 BK SCREWBALL,8/1/17,8.32,0,21754,11847,8292,4385,4459,4244,4269,4115,3187,2648,1447,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0R - 1-24 BK SNOWCONES,8/1/17,9.5,0,37773,21203,14245,7705,7828,7561,7417,7011,5599,4527,2557,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V01 - 1-72 CT/BX PS FIRECRACKER,8/1/17,11.4,0,27023,15130,10576,5842,5717,5433,5483,5106,4013,3400,1860,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V06 - 4-24 BX CREAM SICLE,8/1/17,19.96,0,8368,4638,3182,1724,1726,1655,1652,1551,1213,1015,577,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V08 - 4-24 BX MATERIAL AND LIST 13.60,8/1/17,15.21,0,5181,2910,2023,1079,1070,1062,1052,964,768,629,353,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V08 - 4-24 BX MATERIAL AND LIST 13.60,8/1/17,15.21,0,3948,2178,1498,811,828,775,801,754,585,474,270,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0A - 4-24 BX REG ICE CREAM CRUNCH,8/1/17,25.66,0,4772,2722,1846,1012,1017,996,973,933,724,590,327,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0A - 4-24 BX REG ICE CREAM CRUNCH,8/1/17,25.66,0,3162,1777,1214,668,661,634,627,606,466,388,216,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0B - 4-24 BK BIG STICK C-P,8/1/17,15.21,0,7422,4125,2912,1579,1574,1508,1515,1435,1092,913,511,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0C - 4-24 BK FUDGSICLE BAR,8/1/17,19.96,0,11688,6431,4421,2440,2427,2363,2340,2151,1718,1391,802,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0F - 4-24 BK POPSICLE LICK A COLOR,8/1/17,25.66,0,14748,8350,5654,3114,3027,2915,3010,2748,2182,1800,987,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0I - 6-12 BK SICLE MATERIAL 16.56,8/1/17,19.25,0,11808,6740,4675,2443,2503,2441,2430,2268,1734,1459,823,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,8/1/17,28.51,0,13163,7473,5106,2753,2723,2680,2727,2468,2003,1584,895,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,8/1/17,28.51,0,14069,7855,5280,2877,2939,2857,2860,2624,2028,1700,951,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,8/1/17,28.51,0,52192,28826,19605,10766,10609,10348,10613,9624,7780,6198,3468,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,8/1/17,28.51,0,1680,937,644,354,348,334,333,320,253,208,113,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,8/1/17,28.51,0,1530,859,603,322,321,308,307,295,232,184,104,SICLE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0A1T - KL OREO SANDWICH 1BX 24 4.5Z,8/1/17,17.34,0,109375,62211,42383,23312,22873,21671,22430,21020,16208,13495,7510,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0V0Y - 1-24 BX TACO/BARS,8/1/17,17.34,0,203133,113251,77542,42280,42758,40427,40542,37659,30275,24225,13854,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0V0Y - 1-24 BX TACO/BARS,8/1/17,17.34,0,14879,8522,5839,3102,3179,3001,3042,2823,2251,1870,1023,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0W04 - 1-24 BK KLONDIKE KRUNCH 4 OZ,8/1/17,14.73,0,48580,28070,19145,10115,10433,9872,9843,9401,7228,5891,3401,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0X0A - 1-24 BK KL GIANT ORIGINAL BAR,8/1/17,14.73,0,161538,87507,59814,32946,33375,32030,32092,30266,23592,19349,10865,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0X2K - 2-12 BK MRS FIELDS,8/1/17,26.61,0,68136,38052,26393,14167,14461,13759,14082,12837,10203,8458,4658,KLONDIKE
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0F - 1-12 BX GIANT KING CONE,8/1/17,13.31,0,40134,22658,15746,8509,8442,8259,8212,7785,5982,4854,2776,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0F - 1-12 BX GIANT KING CONE,8/1/17,13.31,0,157945,87757,60005,33296,33109,32085,31372,29922,23288,19126,10803,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,8/1/17,12.59,0,26247,14254,10131,5441,5405,5294,5284,4834,3786,3113,1769,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,8/1/17,12.59,0,22693,12349,8685,4714,4608,4611,4589,4265,3387,2696,1523,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,8/1/17,12.59,0,263600,147439,104670,55439,54830,52753,54583,49738,39723,32399,18128,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,8/1/17,12.59,0,65280,36114,25472,13449,13743,13036,13411,12186,9760,7977,4428,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,8/1/17,12.59,0,34985,19962,13865,7529,7545,7166,7066,6849,5355,4401,2456,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0J - 1-24 BK GH BAR,8/1/17,14.73,0,165659,92134,63786,35612,35214,33770,33488,31176,24618,20085,11465,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0J - 1-24 BK GH BAR,8/1/17,14.73,0,89454,48195,33329,18212,18081,17593,17967,16768,12888,10888,6017,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0L - 1-24 BK GH KING CONE,8/1/17,14.73,0,164835,90592,64336,34347,34718,33275,33037,31103,24467,20183,11126,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0O - 1-24 BK GH SANDWICH,8/1/17,14.73,0,99504,56444,38984,20815,20858,20434,20542,18728,15103,11969,6776,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0R - 2-24 BX GIANT SANDWICH,8/1/17,21.86,0,139853,75837,53322,28473,29003,27693,27362,26298,20595,16873,9441,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0R - 2-24 BX GIANT SANDWICH,8/1/17,21.86,0,30991,16868,11845,6439,6521,6086,6112,5719,4523,3710,2060,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0S - 2-24 BX NSA CUP 4 OZ,8/1/17,16.16,0,12663,7226,4954,2664,2643,2630,2559,2388,1911,1589,870,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0T - 2-24 BK GH SH 4 OZ CUP ORANGE,8/1/17,13.31,0,10032,5526,3823,2072,2082,1994,1988,1916,1492,1209,673,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,8/1/17,13.78,0,51060,28793,19912,10620,10550,10492,10442,9651,7731,6214,3511,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,8/1/17,13.78,0,13180,7125,5041,2719,2728,2567,2566,2458,1881,1593,890,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,8/1/17,13.78,0,25016,14073,9717,5247,5213,5095,4987,4725,3723,3055,1684,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0Z - 4-24 BK GH SANDWICH,8/1/17,33.26,0,3912,2214,1507,816,824,795,788,739,566,475,263,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0Z - 4-24 BK GH SANDWICH,8/1/17,33.26,0,14666,8239,5626,3090,2976,2875,2880,2707,2115,1790,986,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0X00 - 4-24 BK GH BAR,8/1/17,25.66,0,7681,4350,2974,1602,1632,1537,1548,1451,1150,961,515,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0X01 - 4-24 BK GH SUNDAE CONE,8/1/17,43.72,0,8757,4800,3403,1801,1800,1775,1739,1630,1303,1046,604,GOOD HUMOR
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,8/1/17,22.57,0,121939,65557,46608,25236,25144,23618,24543,22268,17388,14734,8109,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,8/1/17,22.57,0,143582,79972,54278,29621,29809,27915,28393,26770,21280,17518,9460,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,8/1/17,22.57,0,60194,33706,22948,12590,12591,11884,12216,11196,8863,7289,4100,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,8/1/17,22.57,0,18279,10074,6882,3802,3773,3588,3647,3478,2682,2216,1251,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,8/1/17,22.57,0,362814,203500,138980,76346,75269,73986,72951,68881,55100,43772,24915,MAGNUM
